                 Step     Time          Energy          fmax
LBFGSLineSearch:   14 17:22:34     -906.433930        0.138318
LBFGSLineSearch:   15 17:22:36     -906.507239        0.166154
LBFGSLineSearch:   16 17:22:37     -906.537093        0.139098
LBFGSLineSearch:   17 17:22:37     -906.571935        0.187366
LBFGSLineSearch:   18 17:22:38     -906.588648        0.174945
LBFGSLineSearch:   19 17:22:39     -906.620389        0.119905
LBFGSLineSearch:   20 17:22:40     -906.647508        0.158668
LBFGSLineSearch:   21 17:22:41     -906.659452        0.105880
LBFGSLineSearch:   22 17:22:42     -906.664700        0.081536
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:22:42     -904.901706        0.649614
LBFGSLineSearch:    1 17:22:43     -905.681786        0.264596
LBFGSLineSearch:    2 17:22:44     -905.794630        0.360999
LBFGSLineSearch:    3 17:22:45     -905.867804        0.270883
LBFGSLineSearch:    4 17:22:45     -905.974180        0.267361
LBFGSLineSearch:    5 17:22:47     -906.075644        0.187787
LBFGSLineSearch:    6 17:22:48     -906.096567        0.192659
LBFGSLineSearch:    7 17:22:48     -906.156051        0.175496
LBFGSLineSearch:    8 17:22:50     -906.197321        0.167533
LBFGSLineSearch:    9 17:22:51     -906.211196        0.163192
LBFGSLineSearch:   10 17:22:52     -906.253770        0.151694
LBFGSLineSearch:   11 17:22:53     -906.309435        0.148834
LBFGSLineSearch:   12 17:22:54     -906.332658        0.145116
LBFGSLineSearch:   13 17:22:54     -906.347756        0.140511
LBFGSLineSearch:   14 17:22:55     -906.371480        0.171452
LBFGSLineSearch:   15 17:22:56     -906.411878        0.197010
LBFGSLineSearch:   16 17:22:57     -906.483314        0.126569
LBFGSLineSearch:   17 17:22:58     -906.503038        0.147734
LBFGSLineSearch:   18 17:22:59     -906.537129        0.171403
LBFGSLineSearch:   19 17:23:00     -906.574642        0.146478
LBFGSLineSearch:   20 17:23:01     -906.585527        0.180542
LBFGSLineSearch:   21 17:23:02     -906.615860        0.081265
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:23:02     -905.005904        0.642966
LBFGSLineSearch:    1 17:23:03     -905.769438        0.233524
LBFGSLineSearch:    2 17:23:04     -905.879421        0.291261
LBFGSLineSearch:    3 17:23:05     -905.948543        0.236907
LBFGSLineSearch:    4 17:23:06     -906.049741        0.228814
LBFGSLineSearch:    5 17:23:07     -906.151280        0.166737
LBFGSLineSearch:    6 17:23:08     -906.173958        0.194529
LBFGSLineSearch:    7 17:23:09     -906.238267        0.173955
LBFGSLineSearch:    8 17:23:10     -906.285589        0.173155
LBFGSLineSearch:    9 17:23:11     -906.298371        0.159437
LBFGSLineSearch:   10 17:23:12     -906.334150        0.154183
LBFGSLineSearch:   11 17:23:13     -906.346768        0.160919
LBFGSLineSearch:   12 17:23:14     -906.412845        0.191036
LBFGSLineSearch:   13 17:23:15     -906.445909        0.145641
LBFGSLineSearch:   14 17:23:15     -906.468653        0.133670
LBFGSLineSearch:   15 17:23:16     -906.486525        0.210081
LBFGSLineSearch:   16 17:23:17     -906.546419        0.117596
LBFGSLineSearch:   17 17:23:18     -906.559140        0.105179
LBFGSLineSearch:   18 17:23:19     -906.579308        0.170115
LBFGSLineSearch:   19 17:23:20     -906.621929        0.153846
LBFGSLineSearch:   20 17:23:21     -906.657056        0.127248
LBFGSLineSearch:   21 17:23:22     -906.668909        0.150650
LBFGSLineSearch:   22 17:23:23     -906.696516        0.068638
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:23:23     -905.119281        0.572670
LBFGSLineSearch:    1 17:23:24     -905.864550        0.231660
LBFGSLineSearch:    2 17:23:25     -905.975975        0.290877
LBFGSLineSearch:    3 17:23:26     -906.040378        0.226475
LBFGSLineSearch:    4 17:23:26     -906.136202        0.228332
LBFGSLineSearch:    5 17:23:28     -906.235176        0.182539
LBFGSLineSearch:    6 17:23:29     -906.259173        0.194707
LBFGSLineSearch:    7 17:23:30     -906.322393        0.173210
LBFGSLineSearch:    8 17:23:31     -906.365170        0.172786
LBFGSLineSearch:    9 17:23:32     -906.376350        0.151901
LBFGSLineSearch:   10 17:23:33     -906.409180        0.152692
LBFGSLineSearch:   11 17:23:33     -906.423159        0.179674
LBFGSLineSearch:   12 17:23:34     -906.480117        0.145041
LBFGSLineSearch:   13 17:23:35     -906.497604        0.202489
LBFGSLineSearch:   14 17:23:36     -906.517501        0.189000
LBFGSLineSearch:   15 17:23:37     -906.552944        0.238634
LBFGSLineSearch:   16 17:23:38     -906.619549        0.103233
LBFGSLineSearch:   17 17:23:39     -906.636279        0.198978
LBFGSLineSearch:   18 17:23:40     -906.683132        0.152376
LBFGSLineSearch:   19 17:23:41     -906.707021        0.089812
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:23:41     -905.019984        0.726497
LBFGSLineSearch:    1 17:23:42     -905.786758        0.232396
LBFGSLineSearch:    2 17:23:43     -905.896723        0.288586
LBFGSLineSearch:    3 17:23:44     -905.964979        0.239896
LBFGSLineSearch:    4 17:23:44     -906.064735        0.238480
LBFGSLineSearch:    5 17:23:46     -906.169495        0.186589
LBFGSLineSearch:    6 17:23:47     -906.193728        0.192538
LBFGSLineSearch:    7 17:23:48     -906.258551        0.191328
LBFGSLineSearch:    8 17:23:49     -906.304762        0.169455
LBFGSLineSearch:    9 17:23:50     -906.317678        0.151084
LBFGSLineSearch:   10 17:23:51     -906.355355        0.149713
LBFGSLineSearch:   11 17:23:51     -906.370559        0.195794
LBFGSLineSearch:   12 17:23:52     -906.428565        0.154312
LBFGSLineSearch:   13 17:23:53     -906.442205        0.251895
LBFGSLineSearch:   14 17:23:54     -906.463512        0.237918
LBFGSLineSearch:   15 17:23:55     -906.497494        0.256618
LBFGSLineSearch:   16 17:23:56     -906.560999        0.156463
LBFGSLineSearch:   17 17:23:57     -906.577461        0.233332
LBFGSLineSearch:   18 17:23:58     -906.624588        0.141021
LBFGSLineSearch:   19 17:23:59     -906.643083        0.198338
LBFGSLineSearch:   20 17:24:00     -906.675123        0.183733
LBFGSLineSearch:   21 17:24:01     -906.711177        0.122893
LBFGSLineSearch:   22 17:24:01     -906.717636        0.080588
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:24:02     -904.948420        0.597654
LBFGSLineSearch:    1 17:24:03     -905.715007        0.234077
LBFGSLineSearch:    2 17:24:03     -905.828098        0.296973
LBFGSLineSearch:    3 17:24:04     -905.896517        0.221454
LBFGSLineSearch:    4 17:24:05     -906.000298        0.190959
LBFGSLineSearch:    5 17:24:06     -906.099646        0.167244
LBFGSLineSearch:    6 17:24:07     -906.121019        0.193415
LBFGSLineSearch:    7 17:24:08     -906.184253        0.173652
LBFGSLineSearch:    8 17:24:09     -906.211234        0.168259
LBFGSLineSearch:    9 17:24:10     -906.238103        0.171892
LBFGSLineSearch:   10 17:24:11     -906.255007        0.165669
LBFGSLineSearch:   11 17:24:12     -906.285597        0.157561
LBFGSLineSearch:   12 17:24:13     -906.350000        0.167095
LBFGSLineSearch:   13 17:24:14     -906.377702        0.219561
LBFGSLineSearch:   14 17:24:15     -906.407383        0.147316
LBFGSLineSearch:   15 17:24:16     -906.436947        0.140698
LBFGSLineSearch:   16 17:24:17     -906.484150        0.220093
LBFGSLineSearch:   17 17:24:18     -906.503515        0.104722
LBFGSLineSearch:   18 17:24:19     -906.558510        0.186960
LBFGSLineSearch:   19 17:24:20     -906.580140        0.109888
LBFGSLineSearch:   20 17:24:21     -906.608333        0.182981
LBFGSLineSearch:   21 17:24:22     -906.631203        0.073593
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:24:22     -904.814831        0.693871
LBFGSLineSearch:    1 17:24:23     -905.611362        0.236300
LBFGSLineSearch:    2 17:24:23     -905.713252        0.290572
LBFGSLineSearch:    3 17:24:24     -905.790804        0.262098
LBFGSLineSearch:    4 17:24:25     -905.902435        0.224592
LBFGSLineSearch:    5 17:24:26     -906.015004        0.181708
LBFGSLineSearch:    6 17:24:27     -906.036717        0.192933
LBFGSLineSearch:    7 17:24:28     -906.102437        0.179940
LBFGSLineSearch:    8 17:24:29     -906.119452        0.176409
LBFGSLineSearch:    9 17:24:30     -906.161302        0.168536
LBFGSLineSearch:   10 17:24:31     -906.208577        0.166536
LBFGSLineSearch:   11 17:24:32     -906.225395        0.143444
LBFGSLineSearch:   12 17:24:33     -906.301302        0.261436
LBFGSLineSearch:   13 17:24:34     -906.342478        0.139442
LBFGSLineSearch:   14 17:24:35     -906.370331        0.173754
LBFGSLineSearch:   15 17:24:36     -906.389625        0.237952
LBFGSLineSearch:   16 17:24:37     -906.453586        0.112021
LBFGSLineSearch:   17 17:24:37     -906.466492        0.181125
LBFGSLineSearch:   18 17:24:38     -906.486174        0.165301
LBFGSLineSearch:   19 17:24:39     -906.521893        0.181376
LBFGSLineSearch:   20 17:24:40     -906.559818        0.149460
LBFGSLineSearch:   21 17:24:41     -906.571369        0.168185
LBFGSLineSearch:   22 17:24:42     -906.601572        0.082427
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:24:43     -905.148764        0.714009
LBFGSLineSearch:    1 17:24:44     -905.894438        0.230284
LBFGSLineSearch:    2 17:24:44     -906.010055        0.234098
LBFGSLineSearch:    3 17:24:45     -906.068455        0.198032
LBFGSLineSearch:    4 17:24:46     -906.151965        0.234237
LBFGSLineSearch:    5 17:24:47     -906.234120        0.177173
LBFGSLineSearch:    6 17:24:48     -906.257028        0.192093
LBFGSLineSearch:    7 17:24:49     -906.310925        0.168846
LBFGSLineSearch:    8 17:24:50     -906.350738        0.167436
LBFGSLineSearch:    9 17:24:51     -906.360920        0.151159
LBFGSLineSearch:   10 17:24:52     -906.389937        0.148017
LBFGSLineSearch:   11 17:24:53     -906.403126        0.182432
LBFGSLineSearch:   12 17:24:54     -906.459962        0.139289
LBFGSLineSearch:   13 17:24:54     -906.480879        0.234318
LBFGSLineSearch:   14 17:24:55     -906.501838        0.213044
LBFGSLineSearch:   15 17:24:56     -906.539062        0.259602
LBFGSLineSearch:   16 17:24:57     -906.600686        0.141663
LBFGSLineSearch:   17 17:24:58     -906.618702        0.162086
LBFGSLineSearch:   18 17:24:59     -906.656710        0.161828
LBFGSLineSearch:   19 17:25:00     -906.682853        0.193719
LBFGSLineSearch:   20 17:25:01     -906.693362        0.150682
LBFGSLineSearch:   21 17:25:03     -906.726099        0.081471
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:25:03     -905.193740        0.558365
LBFGSLineSearch:    1 17:25:04     -905.933901        0.230350
LBFGSLineSearch:    2 17:25:05     -906.049250        0.235710
LBFGSLineSearch:    3 17:25:05     -906.110423        0.198121
LBFGSLineSearch:    4 17:25:06     -906.200898        0.239812
LBFGSLineSearch:    5 17:25:08     -906.294307        0.182809
LBFGSLineSearch:    6 17:25:08     -906.320124        0.194344
LBFGSLineSearch:    7 17:25:09     -906.381822        0.171363
LBFGSLineSearch:    8 17:25:11     -906.425724        0.168633
LBFGSLineSearch:    9 17:25:11     -906.436961        0.149068
LBFGSLineSearch:   10 17:25:12     -906.468742        0.150515
LBFGSLineSearch:   11 17:25:13     -906.488914        0.184420
LBFGSLineSearch:   12 17:25:14     -906.544805        0.209775
LBFGSLineSearch:   13 17:25:15     -906.560822        0.185493
LBFGSLineSearch:   14 17:25:16     -906.597100        0.263414
LBFGSLineSearch:   15 17:25:17     -906.657687        0.152207
LBFGSLineSearch:   16 17:25:18     -906.673101        0.177325
LBFGSLineSearch:   17 17:25:19     -906.716085        0.102592
LBFGSLineSearch:   18 17:25:20     -906.732242        0.154070
LBFGSLineSearch:   19 17:25:21     -906.747811        0.188422
LBFGSLineSearch:   20 17:25:21     -906.776619        0.198594
LBFGSLineSearch:   21 17:25:23     -906.810693        0.183337
LBFGSLineSearch:   22 17:25:23     -906.814677        0.060342
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:25:24     -904.849073        0.620292
LBFGSLineSearch:    1 17:25:25     -905.642642        0.232538
LBFGSLineSearch:    2 17:25:25     -905.756769        0.303196
LBFGSLineSearch:    3 17:25:26     -905.819301        0.234757
LBFGSLineSearch:    4 17:25:27     -905.910671        0.213035
LBFGSLineSearch:    5 17:25:28     -905.998817        0.196101
LBFGSLineSearch:    6 17:25:29     -906.020148        0.192081
LBFGSLineSearch:    7 17:25:30     -906.084659        0.173934
LBFGSLineSearch:    8 17:25:31     -906.103383        0.166297
LBFGSLineSearch:    9 17:25:32     -906.137677        0.167763
LBFGSLineSearch:   10 17:25:33     -906.171172        0.158768
LBFGSLineSearch:   11 17:25:34     -906.182486        0.144016
LBFGSLineSearch:   12 17:25:35     -906.240829        0.152608
LBFGSLineSearch:   13 17:25:36     -906.275421        0.139817
LBFGSLineSearch:   14 17:25:37     -906.298395        0.129687
LBFGSLineSearch:   15 17:25:38     -906.314176        0.204830
LBFGSLineSearch:   16 17:25:39     -906.371781        0.104311
LBFGSLineSearch:   17 17:25:39     -906.395029        0.148844
LBFGSLineSearch:   18 17:25:40     -906.416349        0.166683
LBFGSLineSearch:   19 17:25:41     -906.461299        0.203598
LBFGSLineSearch:   20 17:25:42     -906.493415        0.141487
LBFGSLineSearch:   21 17:25:43     -906.508506        0.175551
LBFGSLineSearch:   22 17:25:44     -906.533652        0.096998
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:25:44     -905.006075        0.696581
LBFGSLineSearch:    1 17:25:45     -905.760812        0.231965
LBFGSLineSearch:    2 17:25:46     -905.873031        0.298820
LBFGSLineSearch:    3 17:25:47     -905.938372        0.276430
LBFGSLineSearch:    4 17:25:48     -906.036251        0.258184
LBFGSLineSearch:    5 17:25:49     -906.128345        0.210233
LBFGSLineSearch:    6 17:25:50     -906.149667        0.191438
LBFGSLineSearch:    7 17:25:51     -906.210208        0.173149
LBFGSLineSearch:    8 17:25:52     -906.254644        0.170180
LBFGSLineSearch:    9 17:25:53     -906.266778        0.156754
LBFGSLineSearch:   10 17:25:54     -906.301301        0.152505
LBFGSLineSearch:   11 17:25:54     -906.312333        0.150656
LBFGSLineSearch:   12 17:25:55     -906.332791        0.242089
LBFGSLineSearch:   13 17:25:56     -906.392341        0.164676
LBFGSLineSearch:   14 17:25:57     -906.411538        0.200982
LBFGSLineSearch:   15 17:25:58     -906.449693        0.228588
LBFGSLineSearch:   16 17:25:59     -906.513002        0.174603
LBFGSLineSearch:   17 17:26:00     -906.526018        0.126015
LBFGSLineSearch:   18 17:26:01     -906.544275        0.185362
LBFGSLineSearch:   19 17:26:02     -906.582921        0.123389
LBFGSLineSearch:   20 17:26:03     -906.615842        0.189826
LBFGSLineSearch:   21 17:26:03     -906.625517        0.142899
LBFGSLineSearch:   22 17:26:04     -906.638096        0.277155
LBFGSLineSearch:   23 17:26:05     -906.663240        0.066860
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:26:06     -904.953605        0.714499
LBFGSLineSearch:    1 17:26:07     -905.716071        0.232036
LBFGSLineSearch:    2 17:26:07     -905.827051        0.303227
LBFGSLineSearch:    3 17:26:08     -905.893316        0.236571
LBFGSLineSearch:    4 17:26:09     -905.986484        0.264480
LBFGSLineSearch:    5 17:26:10     -906.078960        0.168510
LBFGSLineSearch:    6 17:26:11     -906.102168        0.192924
LBFGSLineSearch:    7 17:26:12     -906.161311        0.170779
LBFGSLineSearch:    8 17:26:13     -906.206226        0.172174
LBFGSLineSearch:    9 17:26:14     -906.218964        0.151367
